"cell50x50","SR_forest_ebba1","SR_agriculture_ebba1","SR_generalist_ebba1","SR_forest_ebba2","SR_agriculture_ebba2","SR_generalist_ebba2","deltaSR_bird_forest","deltaSR_bird_agriculture","deltaSR_bird_generalist","SR_forest_m_b2000","SR_agriculture_m_b2000","SR_generalist_m_b2000","SR_forest_m_a2015","SR_agriculture_m_a2015","SR_generalist_m_a2015","deltaSR_mammal_forest","deltaSR_mammal_agriculture","deltaSR_mammal_generalist"
"35WMT3",13,18,51,19,22,52,6,4,1,2,NA,7,2,NA,6,0,NA,-1
"35WMT4",29,25,64,32,31,68,3,6,4,5,NA,9,7,NA,8,2,NA,-1
"35WMU1",10,25,53,10,19,39,0,-6,-14,1,NA,4,2,NA,3,1,NA,-1
"35WMU2",11,24,54,17,19,50,6,-5,-4,5,NA,11,7,NA,12,2,NA,1
"35WMU3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,4,0,NA,-1
"35WMU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,4,NA,8,3,NA,2
"35WNM1",36,24,67,44,30,76,8,6,9,8,NA,13,7,NA,10,-1,NA,-3
"35WNM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,12,8,NA,12,0,NA,0
"35WNM3",35,23,67,47,29,72,12,6,5,10,1,9,4,NA,7,-6,NA,-2
"35WNM4",38,23,72,47,32,80,9,9,8,13,1,19,7,NA,16,-6,NA,-3
"35WNN1",39,23,71,43,28,81,4,5,10,10,NA,11,5,NA,8,-5,NA,-3
"35WNN2",40,25,76,39,26,75,-1,1,-1,6,NA,7,4,NA,6,-2,NA,-1
"35WNN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,9,3,NA,9,-3,NA,0
"35WNN4",33,22,66,43,26,75,10,4,9,9,NA,10,4,NA,5,-5,NA,-5
"35WNP1",36,21,66,39,25,71,3,4,5,1,NA,6,3,NA,9,2,NA,3
"35WNP2",37,22,71,42,26,69,5,4,-2,9,NA,15,3,NA,9,-6,NA,-6
"35WNP3",30,22,63,40,28,75,10,6,12,6,NA,10,3,NA,6,-3,NA,-4
"35WNP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,11,7,NA,11,0,NA,0
"35WNQ1",31,22,65,37,24,71,6,2,6,4,NA,7,3,NA,7,-1,NA,0
"35WNQ2",36,22,64,44,27,78,8,5,14,8,NA,10,2,NA,10,-6,NA,0
"35WNQ3",32,22,62,40,23,70,8,1,8,9,NA,7,2,NA,3,-7,NA,-4
"35WNQ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,13,5,NA,9,-4,NA,-4
"35WNR1",30,26,64,37,31,66,7,5,2,6,NA,6,5,NA,6,-1,NA,0
"35WNR2",33,24,64,31,24,63,-2,0,-1,3,NA,4,1,NA,6,-2,NA,2
"35WNR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"35WNR4",30,18,56,33,20,55,3,2,-1,8,NA,10,1,NA,3,-7,NA,-7
"35WNS1",31,25,65,31,27,70,0,2,5,9,NA,10,5,NA,9,-4,NA,-1
"35WNS2",34,29,75,42,31,78,8,2,3,7,1,11,3,NA,8,-4,NA,-3
"35WNS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,14,7,1,13,-1,NA,-1
"35WNS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,2,NA,3,-1,NA,2
"35WNT1",20,28,56,28,31,67,8,3,11,4,NA,10,3,NA,9,-1,NA,-1
"35WNT2",26,22,61,32,26,65,6,4,4,7,1,11,2,NA,8,-5,NA,-3
"35WNT3",15,24,56,20,30,68,5,6,12,4,NA,12,6,NA,14,2,NA,2
"35WNT4",25,25,64,40,30,73,15,5,9,6,NA,14,9,NA,14,3,NA,0
"35WNU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,2,NA,10,1,NA,0
"35WNU2",11,21,47,16,22,47,5,1,0,1,NA,8,5,NA,14,4,NA,6
"35WNU3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,NA,5,0,NA,0
"35WNU4",14,21,48,13,24,60,-1,3,12,NA,NA,6,5,NA,11,NA,NA,5
"35WPM1",34,23,65,37,22,65,3,-1,0,5,NA,5,5,NA,4,0,NA,-1
"35WPM2",37,23,66,45,26,80,8,3,14,13,1,19,10,NA,17,-3,NA,-2
"35WPN1",38,25,71,41,24,70,3,-1,-1,3,NA,2,3,NA,7,0,NA,5
"35WPN2",32,20,63,39,26,69,7,6,6,5,NA,6,3,NA,4,-2,NA,-2
"35WPP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,12,3,NA,7,-5,NA,-5
"35WPP2",43,28,80,50,37,88,7,9,8,8,1,14,4,NA,10,-4,NA,-4
"35WPQ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"35WPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,12,2,NA,3,-6,NA,-9
"36VUP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,13,8,NA,16,4,NA,3
"36VUP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,11,1,NA,11,-4,NA,0
"36VUQ3",40,28,77,52,36,85,12,8,8,13,1,20,4,NA,10,-9,NA,-10
"36VUQ4",42,28,74,49,39,87,7,11,13,10,1,21,8,NA,15,-2,NA,-6
"36VUR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,6,5,NA,1,-3,NA,-5
"36VUR4",41,26,73,50,33,81,9,7,8,10,1,12,4,NA,14,-6,NA,2
"36VVQ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,3,NA,5,-6,NA,-3
"36VVQ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"36VVR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,0
"36WUS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,NA,1,-3,NA,-1
"36WUS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,5,NA,6,-2,NA,0
"36WUU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA
"36WVC1",6,23,42,8,31,49,2,8,7,2,NA,7,2,NA,10,0,NA,3
"36WVC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,15,6,NA,12,2,NA,-3
"36WVD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,4,NA,12,1,NA,4
