polygon_id,Forest_t0,Agriculture_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_743,1331540000,883590000,284870000,2500000000,44,23,81,148,1304160000,748530000,447310000,2500000000,43,28,86,157,-27380000,-135060000,162440000,0,-1,5,5,9
1_744,234180000,1852650000,413170000,2500000000,37,32,83,152,248220000,1736240000,515540000,2500000000,43,31,93,167,14040000,-116410000,102370000,0,6,-1,10,15
1_745,232550000,1994020000,273430000,2500000000,40,34,90,164,261390000,1836180000,402430000,2500000000,45,31,91,167,28840000,-157840000,129000000,0,5,-3,1,3
1_746,752360000,1461770000,285870000,2500000000,38,36,81,155,777340000,1308020000,414640000,2500000000,42,29,86,157,24980000,-153750000,128770000,0,4,-7,5,2
1_747,646420000,1391810000,461770000,2500000000,39,36,90,165,676480000,1190880000,632640000,2500000000,42,30,88,160,30060000,-200930000,170870000,0,3,-6,-2,-5
1_748,663810000,1255600000,580590000,2500000000,38,38,87,163,682640000,1116580000,700780000,2500000000,42,35,89,166,18830000,-139020000,120190000,0,4,-3,2,3
1_749,676350000,1258740000,564910000,2500000000,38,34,89,161,733430000,1157540000,609030000,2500000000,40,36,92,168,57080000,-101200000,44120000,0,2,2,3,7
1_750,191790000,1416260000,891950000,2500000000,37,35,83,155,214660000,1254410000,1030930000,2500000000,42,35,89,166,22870000,-161850000,138980000,0,5,0,6,11
1_751,619570000,1375910000,504520000,2500000000,40,37,90,167,642520000,1178310000,679170000,2500000000,43,35,92,170,22950000,-197600000,174650000,0,3,-2,2,3
1_752,309510000,1456060000,734430000,2500000000,38,41,94,173,323390000,1351510000,825100000,2500000000,42,35,95,172,13880000,-104550000,90670000,0,4,-6,1,-1
1_753,665640000,1283240000,551120000,2500000000,28,29,76,133,694180000,1147540000,658280000,2500000000,43,29,87,159,28540000,-135700000,107160000,0,15,0,11,26
1_754,85290000,764910000,1649800000,2500000000,36,35,83,154,98180000,671680000,1730140000,2500000000,39,36,88,163,12890000,-93230000,80340000,0,3,1,5,9
1_755,12250000,80870000,2406880000,2500000000,27,27,67,121,13100000,72780000,2414120000,2500000000,33,26,73,132,850000,-8090000,7240000,0,6,-1,6,11
1_756,644390000,1376570000,479040000,2500000000,35,28,83,146,649260000,1215730000,635010000,2500000000,39,23,78,140,4870000,-160840000,155970000,0,4,-5,-5,-6
1_757,621630000,779030000,1099340000,2500000000,39,23,76,138,620120000,678750000,1201130000,2500000000,43,27,79,149,-1510000,-100280000,101790000,0,4,4,3,11
1_758,507150000,1691080000,301770000,2500000000,34,28,73,135,507820000,1505190000,486990000,2500000000,39,24,73,136,670000,-185890000,185220000,0,5,-4,0,1
1_759,733990000,739820000,1026190000,2500000000,39,29,82,150,777180000,541720000,1181100000,2500000000,44,29,88,161,43190000,-198100000,154910000,0,5,0,6,11
1_760,696440000,1340210000,463350000,2500000000,38,22,76,136,752940000,1057330000,689730000,2500000000,38,23,78,139,56500000,-282880000,226380000,0,0,1,2,3
1_761,708500000,1321960000,469540000,2500000000,41,31,81,153,747380000,1133410000,619210000,2500000000,42,32,83,157,38880000,-188550000,149670000,0,1,1,2,4
1_762,1076330000,1006730000,416940000,2500000000,36,24,81,141,1098130000,715280000,686590000,2500000000,40,25,81,146,21800000,-291450000,269650000,0,4,1,0,5
1_763,860230000,1379490000,260280000,2500000000,41,31,84,156,907070000,1189870000,403060000,2500000000,42,26,86,154,46840000,-189620000,142780000,0,1,-5,2,-2
1_764,413070000,1822890000,264040000,2500000000,37,27,77,141,416480000,1641940000,441580000,2500000000,41,28,81,150,3410000,-180950000,177540000,0,4,1,4,9
1_765,722130000,831580000,946290000,2500000000,38,26,77,141,762960000,633690000,1103350000,2500000000,44,25,81,150,40830000,-197890000,157060000,0,6,-1,4,9
1_766,1268330000,118920000,1112750000,2500000000,42,29,77,148,1262090000,118760000,1119150000,2500000000,42,24,70,136,-6240000,-160000,6400000,0,0,-5,-7,-12
1_767,313450000,63830000,1737320000,2114600000,38,36,86,160,308070000,63710000,1742820000,2114600000,37,33,77,147,-5380000,-120000,5500000,0,-1,-3,-9,-13
1_768,211710000,25770000,2262520000,2500000000,33,22,65,120,210500000,26710000,2262790000,2500000000,35,18,67,120,-1210000,940000,270000,0,2,-4,2,0
1_769,265740000,30500000,2203760000,2500000000,30,27,62,119,265160000,30460000,2204380000,2500000000,27,22,50,99,-580000,-40000,620000,0,-3,-5,-12,-20
1_770,385040000,19000000,2095960000,2500000000,32,22,64,118,383690000,19000000,2097310000,2500000000,23,20,59,102,-1350000,0,1350000,0,-9,-2,-5,-16
1_771,607490000,70410000,1822100000,2500000000,33,21,68,122,606570000,70190000,1823240000,2500000000,37,25,65,127,-920000,-220000,1140000,0,4,4,-3,5
1_772,672600000,110440000,1716960000,2500000000,34,27,65,126,670290000,110220000,1719490000,2500000000,33,17,56,106,-2310000,-220000,2530000,0,-1,-10,-9,-20
1_773,720630000,129260000,1650110000,2500000000,34,24,65,123,718380000,129570000,1652050000,2500000000,27,20,55,102,-2250000,310000,1940000,0,-7,-4,-10,-21
1_774,43040000,85050000,2177820000,2305910000,27,31,67,125,43040000,83950000,2178920000,2305910000,20,21,52,93,0,-1100000,1100000,0,-7,-10,-15,-32
1_775,655260000,146810000,1697930000,2500000000,36,33,77,146,652630000,147160000,1700210000,2500000000,27,24,64,115,-2630000,350000,2280000,0,-9,-9,-13,-31
1_776,9210000,68240000,1435250000,1512700000,15,33,58,106,8020000,68250000,1436430000,1512700000,23,34,70,127,-1190000,10000,1180000,0,8,1,12,21
1_777,111180000,1462330000,926490000,2500000000,26,40,76,142,105770000,1436530000,957700000,2500000000,33,37,85,155,-5410000,-25800000,31210000,0,7,-3,9,13
1_778,241270000,1854450000,404280000,2500000000,29,36,71,136,222050000,1818210000,459740000,2500000000,31,34,78,143,-19220000,-36240000,55460000,0,2,-2,7,7
1_779,2011630000,135500000,352870000,2500000000,40,24,76,140,1968860000,135570000,395570000,2500000000,42,26,70,138,-42770000,70000,42700000,0,2,2,-6,-2
1_780,575250000,52410000,1637120000,2264780000,38,32,80,150,566180000,51510000,1647090000,2264780000,37,31,72,140,-9070000,-900000,9970000,0,-1,-1,-8,-10
1_781,1438550000,116900000,944550000,2500000000,38,29,80,147,1381980000,114950000,1003070000,2500000000,42,31,80,153,-56570000,-1950000,58520000,0,4,2,0,6
1_782,38960000,5160000,1054830000,1098950000,28,18,54,100,38630000,5380000,1054940000,1098950000,21,17,49,87,-330000,220000,110000,0,-7,-1,-5,-13
1_783,1149330000,35780000,1314890000,2500000000,40,23,71,134,1128660000,35670000,1335670000,2500000000,34,15,59,108,-20670000,-110000,20780000,0,-6,-8,-12,-26
1_784,1088300000,23810000,1387890000,2500000000,38,23,68,129,1078440000,23910000,1397650000,2500000000,28,12,60,100,-9860000,100000,9760000,0,-10,-11,-8,-29
1_785,1731270000,57200000,711530000,2500000000,39,21,65,125,1724200000,57340000,718460000,2500000000,42,22,56,120,-7070000,140000,6930000,0,3,1,-9,-5
1_786,2032020000,28910000,439070000,2500000000,37,23,65,125,1982860000,30920000,486220000,2500000000,38,17,59,114,-49160000,2010000,47150000,0,1,-6,-6,-11
1_787,572300000,21830000,1905870000,2500000000,37,27,67,131,567120000,22190000,1910690000,2500000000,27,23,61,111,-5180000,360000,4820000,0,-10,-4,-6,-20
1_788,1169340000,51710000,1278950000,2500000000,40,24,72,136,1146720000,51540000,1301740000,2500000000,40,21,62,123,-22620000,-170000,22790000,0,0,-3,-10,-13
1_789,585020000,46890000,1868090000,2500000000,31,22,60,113,583630000,46890000,1869480000,2500000000,24,24,60,108,-1390000,0,1390000,0,-7,2,0,-5
1_790,412060000,82080000,2005860000,2500000000,38,27,74,139,400680000,82100000,2017220000,2500000000,26,25,56,107,-11380000,20000,11360000,0,-12,-2,-18,-32
1_791,1110360000,127600000,1262040000,2500000000,38,27,74,139,1077190000,127230000,1295580000,2500000000,37,26,67,130,-33170000,-370000,33540000,0,-1,-1,-7,-9
1_792,433660000,98060000,1968280000,2500000000,39,29,76,144,429670000,98220000,1972110000,2500000000,25,24,57,106,-3990000,160000,3830000,0,-14,-5,-19,-38
1_793,690410000,271270000,1538320000,2500000000,39,36,75,150,688480000,271630000,1539890000,2500000000,34,31,67,132,-1930000,360000,1570000,0,-5,-5,-8,-18
1_794,619180000,99070000,1781750000,2500000000,36,28,69,133,617480000,99070000,1783450000,2500000000,34,24,63,121,-1700000,0,1700000,0,-2,-4,-6,-12
1_795,810170000,146080000,1543750000,2500000000,40,32,74,146,826390000,146600000,1527010000,2500000000,40,30,71,141,16220000,520000,-16740000,0,0,-2,-3,-5
1_796,273170000,50900000,2175930000,2500000000,36,28,70,134,272410000,50790000,2176800000,2500000000,22,22,56,100,-760000,-110000,870000,0,-14,-6,-14,-34
1_797,549150000,95740000,1855110000,2500000000,37,31,71,139,551760000,95740000,1852500000,2500000000,38,31,65,134,2610000,0,-2610000,0,1,0,-6,-5
1_798,159940000,1805690000,534370000,2500000000,29,29,70,128,152900000,1703390000,643710000,2500000000,33,37,80,150,-7040000,-102300000,109340000,0,4,8,10,22
1_799,449800000,1680670000,369530000,2500000000,32,28,66,126,434000000,1621480000,444520000,2500000000,35,33,78,146,-15800000,-59190000,74990000,0,3,5,12,20
1_800,218090000,1363860000,918050000,2500000000,28,33,71,132,200640000,1324940000,974420000,2500000000,33,36,80,149,-17450000,-38920000,56370000,0,5,3,9,17
1_801,184510000,1380580000,934910000,2500000000,30,31,76,137,192750000,1326190000,981060000,2500000000,33,34,83,150,8240000,-54390000,46150000,0,3,3,7,13
1_802,110990000,1194890000,1194120000,2500000000,22,41,81,144,100920000,1144010000,1255070000,2500000000,32,39,89,160,-10070000,-50880000,60950000,0,10,-2,8,16
1_803,102910000,1316530000,1080560000,2500000000,23,34,77,134,109420000,1193370000,1197210000,2500000000,35,36,85,156,6510000,-123160000,116650000,0,12,2,8,22
1_804,24990000,910000,1034390000,1060290000,13,13,38,64,24420000,910000,1034960000,1060290000,16,10,34,60,-570000,0,570000,0,3,-3,-4,-4
1_805,1855630000,221910000,422460000,2500000000,44,31,82,157,1842920000,221370000,435710000,2500000000,44,30,72,146,-12710000,-540000,13250000,0,0,-1,-10,-11
1_806,1176130000,61870000,1249810000,2487810000,40,33,77,150,1145350000,61760000,1280700000,2487810000,42,31,77,150,-30780000,-110000,30890000,0,2,-2,0,0
1_807,785700000,554830000,1159470000,2500000000,40,38,92,170,776810000,552920000,1170270000,2500000000,44,36,84,164,-8890000,-1910000,10800000,0,4,-2,-8,-6
1_808,82740000,71320000,1707580000,1861640000,30,27,69,126,76930000,72320000,1712390000,1861640000,31,30,65,126,-5810000,1000000,4810000,0,1,3,-4,0
1_809,1706260000,95650000,698090000,2500000000,40,25,69,134,1705560000,96110000,698330000,2500000000,36,16,55,107,-700000,460000,240000,0,-4,-9,-14,-27
1_810,1877630000,176150000,446220000,2500000000,43,30,80,153,1823960000,176220000,499820000,2500000000,44,31,71,146,-53670000,70000,53600000,0,1,1,-9,-7
1_811,1578250000,329080000,592670000,2500000000,41,31,75,147,1576720000,328880000,594400000,2500000000,45,30,76,151,-1530000,-200000,1730000,0,4,-1,1,4
1_812,1312090000,385010000,802900000,2500000000,41,30,79,150,1293810000,383590000,822600000,2500000000,46,31,79,156,-18280000,-1420000,19700000,0,5,1,0,6
1_813,1053120000,138540000,1308340000,2500000000,38,27,75,140,985690000,138840000,1375470000,2500000000,34,21,64,119,-67430000,300000,67130000,0,-4,-6,-11,-21
1_814,1535340000,94140000,870520000,2500000000,38,22,74,134,1466770000,93490000,939740000,2500000000,33,16,63,112,-68570000,-650000,69220000,0,-5,-6,-11,-22
1_815,1293550000,361330000,845120000,2500000000,43,27,82,152,1186140000,360780000,953080000,2500000000,46,30,81,157,-107410000,-550000,107960000,0,3,3,-1,5
1_816,1399750000,360550000,739700000,2500000000,43,27,83,153,1270100000,361550000,868350000,2500000000,40,28,72,140,-129650000,1000000,128650000,0,-3,1,-11,-13
1_817,566170000,115730000,1818100000,2500000000,38,32,78,148,562990000,116090000,1820920000,2500000000,30,31,66,127,-3180000,360000,2820000,0,-8,-1,-12,-21
1_818,1141650000,137060000,1221290000,2500000000,41,32,82,155,1105580000,138590000,1255830000,2500000000,42,30,72,144,-36070000,1530000,34540000,0,1,-2,-10,-11
1_819,1085970000,116910000,1297120000,2500000000,42,31,84,157,1054430000,116720000,1328850000,2500000000,31,25,69,125,-31540000,-190000,31730000,0,-11,-6,-15,-32
1_820,650890000,153010000,1696100000,2500000000,39,28,73,140,650470000,152580000,1696950000,2500000000,42,28,73,143,-420000,-430000,850000,0,3,0,0,3
1_821,372150000,86710000,2041140000,2500000000,33,26,65,124,367460000,87210000,2045330000,2500000000,36,25,73,134,-4690000,500000,4190000,0,3,-1,8,10
1_822,755270000,150440000,1594290000,2500000000,33,22,64,119,769750000,151120000,1579130000,2500000000,43,23,68,134,14480000,680000,-15160000,0,10,1,4,15
1_823,716500000,99690000,1683810000,2500000000,34,26,67,127,708870000,102100000,1689030000,2500000000,33,30,72,135,-7630000,2410000,5220000,0,-1,4,5,8
1_824,168180000,182210000,2149610000,2500000000,23,30,63,116,169700000,181010000,2149290000,2500000000,34,29,70,133,1520000,-1200000,-320000,0,11,-1,7,17
1_825,881070000,236120000,1382810000,2500000000,40,33,71,144,884890000,234800000,1380310000,2500000000,46,34,76,156,3820000,-1320000,-2500000,0,6,1,5,12
1_826,784490000,196080000,1519430000,2500000000,37,26,69,132,803980000,194620000,1501400000,2500000000,35,27,71,133,19490000,-1460000,-18030000,0,-2,1,2,1
1_827,731730000,375600000,1392670000,2500000000,40,29,73,142,802550000,370130000,1327320000,2500000000,45,35,82,162,70820000,-5470000,-65350000,0,5,6,9,20
1_828,47840000,221750000,1954640000,2224230000,25,25,70,120,47800000,212970000,1963460000,2224230000,27,27,67,121,-40000,-8780000,8820000,0,2,2,-3,1
1_829,55250000,212250000,2196210000,2463710000,28,31,72,131,56380000,196370000,2210960000,2463710000,29,30,74,133,1130000,-15880000,14750000,0,1,-1,2,2
1_830,1129600000,408510000,961890000,2500000000,41,38,86,165,1106740000,416820000,976440000,2500000000,47,36,87,170,-22860000,8310000,14550000,0,6,-2,1,5
1_831,496090000,269210000,1721530000,2486830000,40,35,84,159,497720000,269980000,1719130000,2486830000,45,35,86,166,1630000,770000,-2400000,0,5,0,2,7
1_832,1362860000,600150000,536990000,2500000000,39,38,89,166,1310580000,600840000,588580000,2500000000,43,35,84,162,-52280000,690000,51590000,0,4,-3,-5,-4
1_833,911910000,197120000,1390970000,2500000000,36,30,78,144,892930000,204960000,1402110000,2500000000,40,33,83,156,-18980000,7840000,11140000,0,4,3,5,12
1_834,1881600000,148060000,470340000,2500000000,33,26,72,131,1827770000,156840000,515390000,2500000000,38,26,66,130,-53830000,8780000,45050000,0,5,0,-6,-1
1_835,1774540000,329790000,395670000,2500000000,39,23,68,130,1792380000,344000000,363620000,2500000000,42,28,68,138,17840000,14210000,-32050000,0,3,5,0,8
1_836,1380440000,704200000,415360000,2500000000,41,27,74,142,1282000000,702750000,515250000,2500000000,42,27,75,144,-98440000,-1450000,99890000,0,1,0,1,2
1_837,1553380000,572680000,373940000,2500000000,39,36,81,156,1485930000,572130000,441940000,2500000000,44,34,79,157,-67450000,-550000,68000000,0,5,-2,-2,1
1_838,1489450000,115140000,895410000,2500000000,36,30,79,145,1403140000,115130000,981730000,2500000000,40,26,79,145,-86310000,-10000,86320000,0,4,-4,0,0
1_839,1362850000,404240000,732910000,2500000000,42,30,85,157,1273730000,404060000,822210000,2500000000,40,37,82,159,-89120000,-180000,89300000,0,-2,7,-3,2
1_840,985140000,39260000,1475600000,2500000000,37,27,65,129,984550000,39410000,1476040000,2500000000,34,27,68,129,-590000,150000,440000,0,-3,0,3,0
1_841,1493380000,29810000,976810000,2500000000,37,23,68,128,1484930000,29750000,985320000,2500000000,37,21,67,125,-8450000,-60000,8510000,0,0,-2,-1,-3
1_842,547770000,93740000,1858490000,2500000000,32,28,66,126,552550000,90260000,1857190000,2500000000,31,25,67,123,4780000,-3480000,-1300000,0,-1,-3,1,-3
1_843,956190000,115510000,1428300000,2500000000,34,25,66,125,950920000,115990000,1433090000,2500000000,37,27,70,134,-5270000,480000,4790000,0,3,2,4,9
1_844,579040000,488130000,1432830000,2500000000,39,35,78,152,629070000,489730000,1381200000,2500000000,41,37,84,162,50030000,1600000,-51630000,0,2,2,6,10
1_845,587990000,146840000,1765170000,2500000000,38,28,66,132,624900000,147020000,1728080000,2500000000,42,30,72,144,36910000,180000,-37090000,0,4,2,6,12
1_846,53310000,14980000,2377420000,2445710000,12,19,45,76,53310000,14980000,2377420000,2445710000,19,16,50,85,0,0,0,0,7,-3,5,9
1_847,443900000,49290000,2006810000,2500000000,28,24,63,115,448360000,49270000,2002370000,2500000000,33,23,64,120,4460000,-20000,-4440000,0,5,-1,1,5
1_848,722750000,184070000,1593180000,2500000000,33,26,75,134,734460000,173720000,1591820000,2500000000,29,23,61,113,11710000,-10350000,-1360000,0,-4,-3,-14,-21
1_849,1052420000,233750000,1213830000,2500000000,38,24,62,124,1089910000,229300000,1180790000,2500000000,37,25,69,131,37490000,-4450000,-33040000,0,-1,1,7,7
1_850,242230000,53230000,2204540000,2500000000,25,23,65,113,242530000,53230000,2204240000,2500000000,22,19,53,94,300000,0,-300000,0,-3,-4,-12,-19
1_851,338740000,430840000,1729150000,2498730000,21,16,50,87,340980000,414640000,1743110000,2498730000,22,20,64,106,2240000,-16200000,13960000,0,1,4,14,19
1_852,558710000,338280000,1436810000,2333800000,17,12,44,73,541710000,336020000,1456070000,2333800000,19,14,49,82,-17000000,-2260000,19260000,0,2,2,5,9
1_853,264100000,252860000,1718800000,2235760000,25,18,64,107,265500000,255450000,1714810000,2235760000,19,13,51,83,1400000,2590000,-3990000,0,-6,-5,-13,-24
1_854,1064400000,429150000,1006450000,2500000000,24,20,61,105,1045640000,415830000,1038530000,2500000000,28,18,62,108,-18760000,-13320000,32080000,0,4,-2,1,3
1_855,794990000,809590000,895420000,2500000000,21,15,58,94,784890000,791750000,923360000,2500000000,15,14,48,77,-10100000,-17840000,27940000,0,-6,-1,-10,-17
1_856,833900000,1211450000,454650000,2500000000,29,22,60,111,827240000,1193430000,479330000,2500000000,31,19,74,124,-6660000,-18020000,24680000,0,2,-3,14,13
1_857,1350550000,836960000,312490000,2500000000,29,16,66,111,1353660000,783320000,363020000,2500000000,30,18,63,111,3110000,-53640000,50530000,0,1,2,-3,0
1_858,191690000,1072380000,1235930000,2500000000,26,16,53,95,193080000,1060360000,1246560000,2500000000,22,18,65,105,1390000,-12020000,10630000,0,-4,2,12,10
1_859,451330000,1775850000,272820000,2500000000,24,21,71,116,451610000,1765220000,283170000,2500000000,21,21,70,112,280000,-10630000,10350000,0,-3,0,-1,-4
1_860,68380000,733310000,1657400000,2459090000,18,21,72,111,69130000,700600000,1689360000,2459090000,19,18,72,109,750000,-32710000,31960000,0,1,-3,0,-2
1_861,666930000,1424240000,408830000,2500000000,23,16,71,110,705190000,1410250000,384560000,2500000000,26,17,68,111,38260000,-13990000,-24270000,0,3,1,-3,1
1_862,704870000,1613740000,181390000,2500000000,23,19,71,113,725910000,1592440000,181650000,2500000000,20,18,65,103,21040000,-21300000,260000,0,-3,-1,-6,-10
