polygon_id,Forest_t0,Agriculture_t0,Urban_t0,Grassland_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Urban_t1,Grassland_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Urban,delta_Grassland,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_719,132260000,1432780000,115770000,573650000,245540000,2500000000,37,35,81,153,147200000,1516480000,140270000,439530000,256520000,2500000000,37,37,80,154,14940000,83700000,24500000,-134120000,10980000,0,0,2,-1,1
1_720,141430000,694400000,125500000,1402560000,136110000,2500000000,30,32,77,139,152640000,1039260000,167320000,1012260000,128520000,2500000000,41,40,85,166,11210000,344860000,41820000,-390300000,-7590000,0,11,8,8,27
1_721,28540000,538160000,39030000,28480000,1865790000,2500000000,35,35,80,150,31540000,505340000,45350000,51810000,1865960000,2500000000,35,39,84,158,3000000,-32820000,6320000,23330000,170000,0,0,4,4,8
1_722,158360000,1146350000,152880000,269550000,772860000,2500000000,37,37,84,158,172310000,980360000,179390000,392610000,775330000,2500000000,40,37,89,166,13950000,-165990000,26510000,123060000,2470000,0,3,0,5,8
1_723,194500000,1885860000,154530000,29930000,235180000,2500000000,32,32,73,137,198830000,1818670000,196930000,33910000,251660000,2500000000,34,34,81,149,4330000,-67190000,42400000,3980000,16480000,0,2,2,8,12
1_724,49460000,1721830000,113110000,19280000,596320000,2500000000,30,32,76,138,90200000,1672980000,132900000,20120000,583800000,2500000000,34,34,87,155,40740000,-48850000,19790000,840000,-12520000,0,4,2,11,17
1_725,63860000,781160000,57560000,9940000,1587480000,2500000000,30,34,75,139,71080000,758850000,74570000,10100000,1585400000,2500000000,33,33,86,152,7220000,-22310000,17010000,160000,-2080000,0,3,-1,11,13
1_726,881520000,1019990000,324560000,257820000,16110000,2500000000,36,18,66,120,924050000,726400000,366640000,474530000,8380000,2500000000,41,19,73,133,42530000,-293590000,42080000,216710000,-7730000,0,5,1,7,13
1_727,902030000,1108710000,112240000,335470000,41550000,2500000000,36,22,75,133,894270000,895140000,133560000,519870000,57160000,2500000000,39,26,83,148,-7760000,-213570000,21320000,184400000,15610000,0,3,4,8,15
1_728,755640000,1285760000,226500000,183510000,48590000,2500000000,38,27,75,140,794200000,1063030000,262100000,346240000,34430000,2500000000,41,28,83,152,38560000,-222730000,35600000,162730000,-14160000,0,3,1,8,12
1_729,643510000,907530000,155250000,712980000,80730000,2500000000,37,26,71,134,674350000,822520000,189990000,757470000,55670000,2500000000,40,25,80,145,30840000,-85010000,34740000,44490000,-25060000,0,3,-1,9,11
1_730,919680000,1310580000,122630000,112570000,34540000,2500000000,34,18,63,115,990520000,1126850000,149040000,219840000,13750000,2500000000,36,18,70,124,70840000,-183730000,26410000,107270000,-20790000,0,2,0,7,9
1_731,752510000,1198790000,373760000,144540000,30400000,2500000000,30,19,67,116,796390000,1030520000,420250000,229580000,23260000,2500000000,37,20,74,131,43880000,-168270000,46490000,85040000,-7140000,0,7,1,7,15
1_732,513570000,1784010000,56640000,132310000,13470000,2500000000,31,23,75,129,556370000,1586080000,83140000,260290000,14120000,2500000000,33,20,75,128,42800000,-197930000,26500000,127980000,650000,0,2,-3,0,-1
1_733,851290000,995160000,151350000,462670000,39530000,2500000000,34,20,72,126,923410000,705260000,187450000,668230000,15650000,2500000000,41,20,72,133,72120000,-289900000,36100000,205560000,-23880000,0,7,0,0,7
1_734,950030000,1235890000,93980000,207560000,12540000,2500000000,41,24,78,143,987320000,972950000,128820000,402230000,8680000,2500000000,41,26,85,152,37290000,-262940000,34840000,194670000,-3860000,0,0,2,7,9
1_735,980960000,1258630000,122380000,115200000,22830000,2500000000,38,31,82,151,1003420000,974470000,167250000,337830000,17030000,2500000000,42,30,88,160,22460000,-284160000,44870000,222630000,-5800000,0,4,-1,6,9
1_736,1076710000,1035460000,99890000,263030000,24910000,2500000000,40,24,73,137,1110350000,680680000,133220000,518950000,56800000,2500000000,40,20,74,134,33640000,-354780000,33330000,255920000,31890000,0,0,-4,1,-3
1_737,1016560000,1022850000,80010000,327180000,53400000,2500000000,36,27,82,145,1104810000,694970000,104220000,575650000,20350000,2500000000,43,24,80,147,88250000,-327880000,24210000,248470000,-33050000,0,7,-3,-2,2
1_738,389080000,1868290000,159290000,57550000,25790000,2500000000,35,29,77,141,397850000,1757560000,165610000,149610000,29370000,2500000000,41,29,83,153,8770000,-110730000,6320000,92060000,3580000,0,6,0,6,12
1_739,1171940000,879710000,223490000,213780000,11080000,2500000000,43,25,79,147,1170090000,648810000,237330000,412740000,31030000,2500000000,42,25,79,146,-1850000,-230900000,13840000,198960000,19950000,0,-1,0,0,-1
1_740,309900000,1938340000,161700000,40920000,49140000,2500000000,36,31,74,141,327990000,1832170000,156090000,137870000,45880000,2500000000,40,35,87,162,18090000,-106170000,-5610000,96950000,-3260000,0,4,4,13,21
1_741,1046930000,1165400000,140740000,120400000,26530000,2500000000,40,23,76,139,1052370000,896820000,159100000,363010000,28700000,2500000000,43,23,80,146,5440000,-268580000,18360000,242610000,2170000,0,3,0,4,7
1_742,372180000,1780540000,211270000,98400000,37610000,2500000000,35,35,80,150,387090000,1676860000,232130000,166010000,37910000,2500000000,39,27,86,152,14910000,-103680000,20860000,67610000,300000,0,4,-8,6,2
1_743,1331540000,883590000,135000000,103150000,46720000,2500000000,44,23,81,148,1304160000,748530000,153380000,220870000,73060000,2500000000,43,28,86,157,-27380000,-135060000,18380000,117720000,26340000,0,-1,5,5,9
1_744,234180000,1852650000,253970000,106370000,52830000,2500000000,37,32,83,152,248220000,1736240000,268990000,181130000,65420000,2500000000,43,31,93,167,14040000,-116410000,15020000,74760000,12590000,0,6,-1,10,15
1_745,232550000,1994020000,205530000,30450000,37450000,2500000000,40,34,90,164,261390000,1836180000,224500000,115410000,62520000,2500000000,45,31,91,167,28840000,-157840000,18970000,84960000,25070000,0,5,-3,1,3
1_746,752360000,1461770000,73080000,199370000,13420000,2500000000,38,36,81,155,777340000,1308020000,92100000,306860000,15680000,2500000000,42,29,86,157,24980000,-153750000,19020000,107490000,2260000,0,4,-7,5,2
1_747,646420000,1391810000,134230000,303840000,23700000,2500000000,39,36,90,165,676480000,1190880000,161200000,445360000,26080000,2500000000,42,30,88,160,30060000,-200930000,26970000,141520000,2380000,0,3,-6,-2,-5
1_748,663810000,1255600000,72370000,465000000,43220000,2500000000,38,38,87,163,682640000,1116580000,75310000,578670000,46800000,2500000000,42,35,89,166,18830000,-139020000,2940000,113670000,3580000,0,4,-3,2,3
1_749,676350000,1258740000,96880000,381320000,86710000,2500000000,38,34,89,161,733430000,1157540000,85840000,405310000,117880000,2500000000,40,36,92,168,57080000,-101200000,-11040000,23990000,31170000,0,2,2,3,7
1_750,191790000,1416260000,165320000,156030000,570600000,2500000000,37,35,83,155,214660000,1254410000,173850000,284510000,572570000,2500000000,42,35,89,166,22870000,-161850000,8530000,128480000,1970000,0,5,0,6,11
1_751,619570000,1375910000,83660000,368550000,52310000,2500000000,40,37,90,167,642520000,1178310000,97820000,514300000,67050000,2500000000,43,35,92,170,22950000,-197600000,14160000,145750000,14740000,0,3,-2,2,3
1_752,309510000,1456060000,96980000,203410000,434040000,2500000000,38,41,94,173,323390000,1351510000,83310000,301590000,440200000,2500000000,42,35,95,172,13880000,-104550000,-13670000,98180000,6160000,0,4,-6,1,-1
1_753,665640000,1283240000,118220000,367340000,65560000,2500000000,28,29,76,133,694180000,1147540000,127850000,451490000,78940000,2500000000,43,29,87,159,28540000,-135700000,9630000,84150000,13380000,0,15,0,11,26
1_754,85290000,764910000,45340000,74160000,1530300000,2500000000,36,35,83,154,98180000,671680000,53850000,152110000,1524180000,2500000000,39,36,88,163,12890000,-93230000,8510000,77950000,-6120000,0,3,1,5,9
1_755,12250000,80870000,9900000,18110000,2378870000,2500000000,27,27,67,121,13100000,72780000,13820000,20370000,2379930000,2500000000,33,26,73,132,850000,-8090000,3920000,2260000,1060000,0,6,-1,6,11
1_756,644390000,1376570000,220280000,195930000,62830000,2500000000,35,28,83,146,649260000,1215730000,263580000,309080000,62350000,2500000000,39,23,78,140,4870000,-160840000,43300000,113150000,-480000,0,4,-5,-5,-6
1_757,621630000,779030000,147700000,908380000,43260000,2500000000,39,23,76,138,620120000,678750000,190940000,959390000,50800000,2500000000,43,27,79,149,-1510000,-100280000,43240000,51010000,7540000,0,4,4,3,11
1_758,507150000,1691080000,127640000,160600000,13530000,2500000000,34,28,73,135,507820000,1505190000,166580000,301020000,19390000,2500000000,39,24,73,136,670000,-185890000,38940000,140420000,5860000,0,5,-4,0,1
1_759,733990000,739820000,454120000,378650000,193420000,2500000000,39,29,82,150,777180000,541720000,491770000,534260000,155070000,2500000000,44,29,88,161,43190000,-198100000,37650000,155610000,-38350000,0,5,0,6,11
1_760,696440000,1340210000,218520000,217570000,27260000,2500000000,38,22,76,136,752940000,1057330000,260910000,421650000,7170000,2500000000,38,23,78,139,56500000,-282880000,42390000,204080000,-20090000,0,0,1,2,3
1_761,708500000,1321960000,94620000,327100000,47820000,2500000000,41,31,81,153,747380000,1133410000,121080000,451250000,46880000,2500000000,42,32,83,157,38880000,-188550000,26460000,124150000,-940000,0,1,1,2,4
1_762,1076330000,1006730000,129630000,270680000,16630000,2500000000,36,24,81,141,1098130000,715280000,153030000,519700000,13860000,2500000000,40,25,81,146,21800000,-291450000,23400000,249020000,-2770000,0,4,1,0,5
1_763,860230000,1379490000,128600000,109150000,22530000,2500000000,41,31,84,156,907070000,1189870000,161340000,211980000,29740000,2500000000,42,26,86,154,46840000,-189620000,32740000,102830000,7210000,0,1,-5,2,-2
1_764,413070000,1822890000,141130000,112730000,10180000,2500000000,37,27,77,141,416480000,1641940000,175160000,243050000,23370000,2500000000,41,28,81,150,3410000,-180950000,34030000,130320000,13190000,0,4,1,4,9
1_765,722130000,831580000,147670000,697450000,101170000,2500000000,38,26,77,141,762960000,633690000,189110000,864560000,49680000,2500000000,44,25,81,150,40830000,-197890000,41440000,167110000,-51490000,0,6,-1,4,9
1_766,1268330000,118920000,9750000,210000,1102790000,2500000000,42,29,77,148,1262090000,118760000,10770000,210000,1108170000,2500000000,42,24,70,136,-6240000,-160000,1020000,0,5380000,0,0,-5,-7,-12
1_767,313450000,63830000,13440000,0,1723880000,2114600000,38,36,86,160,308070000,63710000,15930000,0,1726890000,2114600000,37,33,77,147,-5380000,-120000,2490000,0,3010000,0,-1,-3,-9,-13
1_768,211710000,25770000,5800000,590000,2256130000,2500000000,33,22,65,120,210500000,26710000,7900000,590000,2254300000,2500000000,35,18,67,120,-1210000,940000,2100000,0,-1830000,0,2,-4,2,0
1_769,265740000,30500000,4160000,300000,2199300000,2500000000,30,27,62,119,265160000,30460000,4220000,300000,2199860000,2500000000,27,22,50,99,-580000,-40000,60000,0,560000,0,-3,-5,-12,-20
1_770,385040000,19000000,4910000,0,2091050000,2500000000,32,22,64,118,383690000,19000000,5950000,0,2091360000,2500000000,23,20,59,102,-1350000,0,1040000,0,310000,0,-9,-2,-5,-16
1_771,607490000,70410000,6000000,0,1816100000,2500000000,33,21,68,122,606570000,70190000,6670000,0,1816570000,2500000000,37,25,65,127,-920000,-220000,670000,0,470000,0,4,4,-3,5
1_772,672600000,110440000,11810000,970000,1704180000,2500000000,34,27,65,126,670290000,110220000,13100000,970000,1705420000,2500000000,33,17,56,106,-2310000,-220000,1290000,0,1240000,0,-1,-10,-9,-20
1_773,720630000,129260000,7550000,0,1642560000,2500000000,34,24,65,123,718380000,129570000,8820000,0,1643230000,2500000000,27,20,55,102,-2250000,310000,1270000,0,670000,0,-7,-4,-10,-21
1_774,43040000,85050000,2410000,0,2175410000,2305910000,27,31,67,125,43040000,83950000,4180000,0,2174740000,2305910000,20,21,52,93,0,-1100000,1770000,0,-670000,0,-7,-10,-15,-32
1_775,655260000,146810000,46560000,1530000,1649840000,2500000000,36,33,77,146,652630000,147160000,48140000,1530000,1650540000,2500000000,27,24,64,115,-2630000,350000,1580000,0,700000,0,-9,-9,-13,-31
1_776,9210000,68240000,22080000,18980000,1394190000,1512700000,15,33,58,106,8020000,68250000,24080000,15620000,1396730000,1512700000,23,34,70,127,-1190000,10000,2000000,-3360000,2540000,0,8,1,12,21
1_777,111180000,1462330000,76420000,22190000,827880000,2500000000,26,40,76,142,105770000,1436530000,84230000,25020000,848450000,2500000000,33,37,85,155,-5410000,-25800000,7810000,2830000,20570000,0,7,-3,9,13
1_778,241270000,1854450000,89760000,2660000,311860000,2500000000,29,36,71,136,222050000,1818210000,110470000,10710000,338560000,2500000000,31,34,78,143,-19220000,-36240000,20710000,8050000,26700000,0,2,-2,7,7
1_779,2011630000,135500000,19430000,0,333440000,2500000000,40,24,76,140,1968860000,135570000,23380000,0,372190000,2500000000,42,26,70,138,-42770000,70000,3950000,0,38750000,0,2,2,-6,-2
1_780,575250000,52410000,54360000,0,1582760000,2264780000,38,32,80,150,566180000,51510000,61260000,0,1585830000,2264780000,37,31,72,140,-9070000,-900000,6900000,0,3070000,0,-1,-1,-8,-10
1_781,1438550000,116900000,50070000,0,894480000,2500000000,38,29,80,147,1381980000,114950000,56420000,0,946650000,2500000000,42,31,80,153,-56570000,-1950000,6350000,0,52170000,0,4,2,0,6
1_782,38960000,5160000,840000,0,1053990000,1098950000,28,18,54,100,38630000,5380000,880000,0,1054060000,1098950000,21,17,49,87,-330000,220000,40000,0,70000,0,-7,-1,-5,-13
1_783,1149330000,35780000,3400000,0,1311490000,2500000000,40,23,71,134,1128660000,35670000,7160000,0,1328510000,2500000000,34,15,59,108,-20670000,-110000,3760000,0,17020000,0,-6,-8,-12,-26
1_784,1088300000,23810000,3500000,0,1384390000,2500000000,38,23,68,129,1078440000,23910000,5880000,0,1391770000,2500000000,28,12,60,100,-9860000,100000,2380000,0,7380000,0,-10,-11,-8,-29
1_785,1731270000,57200000,3050000,0,708480000,2500000000,39,21,65,125,1724200000,57340000,7140000,0,711320000,2500000000,42,22,56,120,-7070000,140000,4090000,0,2840000,0,3,1,-9,-5
1_786,2032020000,28910000,3470000,0,435600000,2500000000,37,23,65,125,1982860000,30920000,9490000,0,476730000,2500000000,38,17,59,114,-49160000,2010000,6020000,0,41130000,0,1,-6,-6,-11
1_787,572300000,21830000,8830000,0,1897040000,2500000000,37,27,67,131,567120000,22190000,13320000,0,1897370000,2500000000,27,23,61,111,-5180000,360000,4490000,0,330000,0,-10,-4,-6,-20
1_788,1169340000,51710000,12210000,0,1266740000,2500000000,40,24,72,136,1146720000,51540000,20790000,0,1280950000,2500000000,40,21,62,123,-22620000,-170000,8580000,0,14210000,0,0,-3,-10,-13
1_789,585020000,46890000,6020000,270000,1861800000,2500000000,31,22,60,113,583630000,46890000,6620000,270000,1862590000,2500000000,24,24,60,108,-1390000,0,600000,0,790000,0,-7,2,0,-5
1_790,412060000,82080000,12420000,0,1993440000,2500000000,38,27,74,139,400680000,82100000,15480000,0,2001740000,2500000000,26,25,56,107,-11380000,20000,3060000,0,8300000,0,-12,-2,-18,-32
1_791,1110360000,127600000,28770000,3900000,1229370000,2500000000,38,27,74,139,1077190000,127230000,33570000,3900000,1258110000,2500000000,37,26,67,130,-33170000,-370000,4800000,0,28740000,0,-1,-1,-7,-9
1_792,433660000,98060000,2370000,1810000,1964100000,2500000000,39,29,76,144,429670000,98220000,2750000,1810000,1967550000,2500000000,25,24,57,106,-3990000,160000,380000,0,3450000,0,-14,-5,-19,-38
1_793,690410000,271270000,26320000,0,1512000000,2500000000,39,36,75,150,688480000,271630000,28330000,0,1511560000,2500000000,34,31,67,132,-1930000,360000,2010000,0,-440000,0,-5,-5,-8,-18
1_794,619180000,99070000,7800000,450000,1773500000,2500000000,36,28,69,133,617480000,99070000,8050000,450000,1774950000,2500000000,34,24,63,121,-1700000,0,250000,0,1450000,0,-2,-4,-6,-12
1_795,810170000,146080000,5240000,300000,1538210000,2500000000,40,32,74,146,826390000,146600000,5240000,300000,1521470000,2500000000,40,30,71,141,16220000,520000,0,0,-16740000,0,0,-2,-3,-5
1_796,273170000,50900000,6070000,0,2169860000,2500000000,36,28,70,134,272410000,50790000,7450000,0,2169350000,2500000000,22,22,56,100,-760000,-110000,1380000,0,-510000,0,-14,-6,-14,-34
1_797,549150000,95740000,1130000,0,1853980000,2500000000,37,31,71,139,551760000,95740000,1220000,0,1851280000,2500000000,38,31,65,134,2610000,0,90000,0,-2700000,0,1,0,-6,-5
1_798,159940000,1805690000,94460000,125260000,314650000,2500000000,29,29,70,128,152900000,1703390000,111000000,115890000,416820000,2500000000,33,37,80,150,-7040000,-102300000,16540000,-9370000,102170000,0,4,8,10,22
1_799,449800000,1680670000,113390000,19710000,236430000,2500000000,32,28,66,126,434000000,1621480000,139720000,26720000,278080000,2500000000,35,33,78,146,-15800000,-59190000,26330000,7010000,41650000,0,3,5,12,20
1_800,218090000,1363860000,92120000,21600000,804330000,2500000000,28,33,71,132,200640000,1324940000,107960000,23150000,843310000,2500000000,33,36,80,149,-17450000,-38920000,15840000,1550000,38980000,0,5,3,9,17
1_801,184510000,1380580000,196490000,27300000,711120000,2500000000,30,31,76,137,192750000,1326190000,227250000,30820000,722990000,2500000000,33,34,83,150,8240000,-54390000,30760000,3520000,11870000,0,3,3,7,13
1_802,110990000,1194890000,69360000,53160000,1071600000,2500000000,22,41,81,144,100920000,1144010000,79320000,62250000,1113500000,2500000000,32,39,89,160,-10070000,-50880000,9960000,9090000,41900000,0,10,-2,8,16
1_803,102910000,1316530000,139140000,31920000,909500000,2500000000,23,34,77,134,109420000,1193370000,152640000,64070000,980500000,2500000000,35,36,85,156,6510000,-123160000,13500000,32150000,71000000,0,12,2,8,22
1_804,24990000,910000,220000,0,1034170000,1060290000,13,13,38,64,24420000,910000,220000,0,1034740000,1060290000,16,10,34,60,-570000,0,0,0,570000,0,3,-3,-4,-4
1_805,1855630000,221910000,65200000,2170000,355090000,2500000000,44,31,82,157,1842920000,221370000,68390000,1060000,366260000,2500000000,44,30,72,146,-12710000,-540000,3190000,-1110000,11170000,0,0,-1,-10,-11
